run_id,model,display_model,model_id,provider,family,generation,variant,params_b,layers,heads,quantization,dtype,metric,depth_bin,depth_start,depth_end,benign_mean,attack_mean,delta_attack_minus_benign,abs_delta
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,0,0.0,0.1,0.07901770621538162,0.05943269282579422,-0.019585013389587402,0.019585013389587402
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,1,0.1,0.2,0.5464966297149658,0.5224778652191162,-0.02401876449584961,0.02401876449584961
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,2,0.2,0.3,0.7215149402618408,0.6915857195854187,-0.02992922067642212,0.02992922067642212
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,3,0.3,0.4,0.5781027674674988,0.5713150501251221,-0.006787717342376709,0.006787717342376709
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,4,0.4,0.5,0.44695714116096497,0.38320422172546387,-0.0637529194355011,0.0637529194355011
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,5,0.5,0.6,0.5019400715827942,0.4433410167694092,-0.05859905481338501,0.05859905481338501
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,6,0.6,0.7,0.4514599144458771,0.3976452946662903,-0.05381461977958679,0.05381461977958679
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,7,0.7,0.8,0.4886479377746582,0.4427107572555542,-0.045937180519104004,0.045937180519104004
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,8,0.8,0.9,0.5622401833534241,0.5262855887413025,-0.03595459461212158,0.03595459461212158
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,instruction_mass,9,0.9,1.0,0.5100057721138,0.4264528155326843,-0.08355295658111572,0.08355295658111572
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,0,0.0,0.1,0.4355582892894745,0.5282662510871887,0.09270796179771423,0.09270796179771423
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,1,0.1,0.2,0.18933245539665222,0.24645748734474182,0.0571250319480896,0.0571250319480896
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,2,0.2,0.3,0.11500699818134308,0.15959225594997406,0.04458525776863098,0.04458525776863098
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,3,0.3,0.4,0.1404104381799698,0.1870207041501999,0.0466102659702301,0.0466102659702301
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,4,0.4,0.5,0.2132987380027771,0.3349294662475586,0.1216307282447815,0.1216307282447815
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,5,0.5,0.6,0.24068230390548706,0.3293992280960083,0.08871692419052124,0.08871692419052124
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,6,0.6,0.7,0.3041178286075592,0.3736576437950134,0.06953981518745422,0.06953981518745422
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,7,0.7,0.8,0.330532968044281,0.3910537362098694,0.06052076816558838,0.06052076816558838
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,8,0.8,0.9,0.23028351366519928,0.28179794549942017,0.051514431834220886,0.051514431834220886
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,data_mass,9,0.9,1.0,0.2536465525627136,0.35760369896888733,0.1039571464061737,0.1039571464061737
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,0,0.0,0.1,0.16251608729362488,0.10401196032762527,-0.0585041269659996,0.0585041269659996
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,1,0.1,0.2,0.6333324313163757,0.5867449641227722,-0.046587467193603516,0.046587467193603516
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,2,0.2,0.3,0.8557285070419312,0.807936429977417,-0.04779207706451416,0.04779207706451416
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,3,0.3,0.4,0.7983032464981079,0.74882972240448,-0.04947352409362793,0.04947352409362793
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,4,0.4,0.5,0.6800882816314697,0.5402932167053223,-0.13979506492614746,0.13979506492614746
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,5,0.5,0.6,0.6746488213539124,0.5715686678886414,-0.103080153465271,0.103080153465271
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,6,0.6,0.7,0.6068410873413086,0.5234554409980774,-0.0833856463432312,0.0833856463432312
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,7,0.7,0.8,0.600110650062561,0.533034086227417,-0.06707656383514404,0.06707656383514404
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,8,0.8,0.9,0.6938638091087341,0.6394009590148926,-0.05446285009384155,0.05446285009384155
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,9,0.9,1.0,0.6106051206588745,0.503894567489624,-0.10671055316925049,0.10671055316925049
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,0,0.0,0.1,0.6536800861358643,0.6517854928970337,-0.0018945932388305664,0.0018945932388305664
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,1,0.1,0.2,0.41317135095596313,0.4096642732620239,-0.003507077693939209,0.003507077693939209
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,2,0.2,0.3,0.3626897931098938,0.3565753698348999,-0.0061144232749938965,0.0061144232749938965
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,3,0.3,0.4,0.45585736632347107,0.42164772748947144,-0.034209638833999634,0.034209638833999634
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,4,0.4,0.5,0.5620037913322449,0.5681428909301758,0.006139099597930908,0.006139099597930908
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,5,0.5,0.6,0.5227920413017273,0.5152930021286011,-0.007499039173126221,0.007499039173126221
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,6,0.6,0.7,0.5512439012527466,0.5300576686859131,-0.021186232566833496,0.021186232566833496
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,7,0.7,0.8,0.5632911920547485,0.5422362089157104,-0.021054983139038086,0.021054983139038086
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,8,0.8,0.9,0.4540174901485443,0.44672009348869324,-0.007297396659851074,0.007297396659851074
qwen-phase2-qwen2.5-7b-seed0-phase2,qwen2.5-7b-attn,qwen2.5-7b,Qwen/Qwen2.5-7B,attn-hf-no-sys,Qwen,Qwen2.5,base,7.0,28,28,8bit,bfloat16,entropy,9,0.9,1.0,0.4990992546081543,0.525068461894989,0.025969207286834717,0.025969207286834717
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,0,0.0,0.1,0.03780847787857056,0.02661251835525036,-0.011195959523320198,0.011195959523320198
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,1,0.1,0.2,0.024007432162761688,0.018667392432689667,-0.0053400397300720215,0.0053400397300720215
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,2,0.2,0.3,0.027234936133027077,0.021971115842461586,-0.005263820290565491,0.005263820290565491
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,3,0.3,0.4,0.03822438418865204,0.03271477296948433,-0.005509611219167709,0.005509611219167709
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,4,0.4,0.5,0.06226486712694168,0.04952418804168701,-0.01274067908525467,0.01274067908525467
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,5,0.5,0.6,0.04771308973431587,0.03915250301361084,-0.008560586720705032,0.008560586720705032
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,6,0.6,0.7,0.04219711944460869,0.028285937383770943,-0.013911182060837746,0.013911182060837746
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,7,0.7,0.8,0.023580659180879593,0.02030189149081707,-0.003278767690062523,0.003278767690062523
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,8,0.8,0.9,0.011138762347400188,0.011739987879991531,0.0006012255325913429,0.0006012255325913429
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,instruction_mass,9,0.9,1.0,0.020621171221137047,0.023375146090984344,0.0027539748698472977,0.0027539748698472977
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,0,0.0,0.1,0.23557858169078827,0.35634756088256836,0.12076897919178009,0.12076897919178009
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,1,0.1,0.2,0.11343269795179367,0.1838393211364746,0.07040662318468094,0.07040662318468094
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,2,0.2,0.3,0.07099109888076782,0.13352873921394348,0.06253764033317566,0.06253764033317566
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,3,0.3,0.4,0.07304711639881134,0.1328059434890747,0.05975882709026337,0.05975882709026337
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,4,0.4,0.5,0.07567860186100006,0.1819554716348648,0.10627686977386475,0.10627686977386475
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,5,0.5,0.6,0.15037693083286285,0.2571932375431061,0.10681630671024323,0.10681630671024323
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,6,0.6,0.7,0.21359899640083313,0.3098939061164856,0.09629490971565247,0.09629490971565247
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,7,0.7,0.8,0.2677137553691864,0.32784849405288696,0.06013473868370056,0.06013473868370056
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,8,0.8,0.9,0.11370011419057846,0.15022215247154236,0.0365220382809639,0.0365220382809639
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,data_mass,9,0.9,1.0,0.14806675910949707,0.20924176275730133,0.06117500364780426,0.06117500364780426
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,0,0.0,0.1,0.1683601588010788,0.08198994398117065,-0.08637021481990814,0.08637021481990814
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,1,0.1,0.2,0.2668437063694,0.14894463121891022,-0.11789907515048981,0.11789907515048981
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,2,0.2,0.3,0.34025299549102783,0.1852255016565323,-0.15502749383449554,0.15502749383449554
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,3,0.3,0.4,0.4094885289669037,0.23389585316181183,-0.17559267580509186,0.17559267580509186
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,4,0.4,0.5,0.48745983839035034,0.26817989349365234,-0.219279944896698,0.219279944896698
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,5,0.5,0.6,0.344209223985672,0.19508905708789825,-0.14912016689777374,0.14912016689777374
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,6,0.6,0.7,0.23840653896331787,0.12708434462547302,-0.11132219433784485,0.11132219433784485
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,7,0.7,0.8,0.15294936299324036,0.08820299059152603,-0.06474637240171432,0.06474637240171432
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,8,0.8,0.9,0.16325680911540985,0.09543964266777039,-0.06781716644763947,0.06781716644763947
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,normalized_instruction_ratio,9,0.9,1.0,0.16017158329486847,0.1122097447514534,-0.04796183854341507,0.04796183854341507
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,0,0.0,0.1,0.7021121978759766,0.6882068514823914,-0.013905346393585205,0.013905346393585205
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,1,0.1,0.2,0.48820769786834717,0.48242178559303284,-0.005785912275314331,0.005785912275314331
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,2,0.2,0.3,0.4592094123363495,0.45744678378105164,-0.0017626285552978516,0.0017626285552978516
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,3,0.3,0.4,0.48424628376960754,0.4721169173717499,-0.012129366397857666,0.012129366397857666
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,4,0.4,0.5,0.5779538154602051,0.5688741207122803,-0.009079694747924805,0.009079694747924805
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,5,0.5,0.6,0.5455543398857117,0.5467221140861511,0.0011677742004394531,0.0011677742004394531
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,6,0.6,0.7,0.5474743247032166,0.5301022529602051,-0.017372071743011475,0.017372071743011475
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,7,0.7,0.8,0.48926353454589844,0.49524691700935364,0.0059833824634552,0.0059833824634552
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,8,0.8,0.9,0.3733913004398346,0.3847385346889496,0.01134723424911499,0.01134723424911499
qwen-phase2-qwen2.5-7b-instruct-seed0-phase2,qwen2.5-7b-instruct-attn,qwen2.5-7b-instruct,Qwen/Qwen2.5-7B-Instruct,attn-hf,Qwen,Qwen2.5,instruct,7.0,28,28,8bit,bfloat16,entropy,9,0.9,1.0,0.4184609353542328,0.44112151861190796,0.02266058325767517,0.02266058325767517
